Category,Product Name,Current Price,Original Price,Product URL
Food Cupboard,oreo original choc 4 s 36 8g,KES 45,No discount,https://naivas.online/oreo-original-choc-4-s-36-8g
Food Cupboard,Yankee Doodle Black Beans (Njahi) 1Kg,KES 245,No discount,https://naivas.online/yankee-doodle-black-beans-njahi-1kg
Food Cupboard,Pembe Maize Meal 5 Kg,KES 415,No discount,https://naivas.online/pembe-maize-meal-5-kg
Food Cupboard,Krackles Perfectly Salted Toon 30G,KES 58,No discount,https://naivas.online/krackles-perfectly-salted-toon-30g
Food Cupboard,Zesta Icing Sugar Sachet 500g,KES 129,KES 139,https://naivas.online/zesta-icing-sugar-sachet-500g
Food Cupboard,Morning Harvest Choco Rice Value  450g,KES 399,KES 529,https://naivas.online/morning-harvest-choco-rice-value-450g
Food Cupboard,"Royco Tomato, Ginger & Garlic 200g",KES 160,No discount,https://naivas.online/royco-tomato-ginger-garlic-200g
Food Cupboard,Heinz Yellow Mustard Sqzy 245G,KES 299,No discount,https://naivas.online/heinz-yellow-mustard-sqzy-245g
Food Cupboard,Tropical Heat Potato Crisps Salt & Vinegar 100g,KES 95,KES 115,https://naivas.online/tropical-heat-potato-crisps-salt-vinegar-100g
Food Cupboard,Floydeez Caramel Popcorn 30G,KES 75,No discount,https://naivas.online/floydeez-caramel-popcorn-30-g
Food Cupboard,Blue Band Peanut Butter 200G,KES 200,No discount,https://naivas.online/blue-band-peanut-butter-200g
Food Cupboard,Blueband Spread For Bread Low Fat 500g,KES 200,No discount,https://naivas.online/blueband-spread-for-bread-low-fat-500g
Food Cupboard,Weetabix Original 210 g,KES 205,No discount,https://naivas.online/weetabix-original-210-g
Food Cupboard,Green Farm Yellow Yolk Eggs 6 Pieces,KES 120,KES 139,https://naivas.online/green-farm-yellow-yolk-eggs-6-pieces
Food Cupboard,Kara Uht Coconut Milk Classic 200ml,KES 200,No discount,https://naivas.online/kara-uht-coconut-milk-classic-200ml
Food Cupboard,Nuteez Peanut Butter Smooth 400g,KES 295,No discount,https://naivas.online/nuteez-peanut-butter-smooth-400g
Food Cupboard,Prestige Margarine 250g,KES 160,No discount,https://naivas.online/prestige-margarine-250g
Food Cupboard,Santa Lucia Pasta Farfalle 500g,KES 290,KES 389,https://naivas.online/santa-lucia-pasta-farfalle-500g
Food Cupboard,Simba Mbili Curry Powder 200g,KES 270,No discount,https://naivas.online/simba-mbili-curry-powder-200g
Food Cupboard,Pep Tomato Ketchup 700g,KES 219,KES 280,https://naivas.online/pep-tomato-ketchup-700g
Food Cupboard,Doritos Nacho Cheese Corn Chips 43G,KES 63,KES 90,https://naivas.online/doritos-nacho-cheese-corn-chips-43g
Food Cupboard,Soko Pure Wimbi 1Kg,KES 176,No discount,https://naivas.online/soko-pure-wimbi-1kg
Food Cupboard,Rinsun Sunflower Oil 3L,"KES 1,099","KES 1,260",https://naivas.online/rinsun-sunflower-oil-3l
Food Cupboard,Jogoo Maize Meal 5Kg,KES 450,No discount,https://naivas.online/jogoo-maize-meal-5kg
Food Cupboard,Pembe Atta Mark 2Kg,KES 172,No discount,https://naivas.online/pembe-atta-mark-2kg
Food Cupboard,Nutrameal Packed Sugar 5Kg,KES 715,No discount,https://naivas.online/nutrameal-packed-sugar-5kg
Food Cupboard,Nuvita Bravoglucose Biscuits 60x5 Pieces,KES 290,No discount,https://naivas.online/nuvita-bravoglucose-biscuits-60*5-pieces
Food Cupboard,Tropical Heat Potato Crisps Salted 100g,KES 95,KES 115,https://naivas.online/tropical-heat-potato-crisps-salted-100g
Food Cupboard,Tropical Heroes S/Chilli Crisps 40G,KES 49,KES 60,https://naivas.online/tropical-heroes-sweet-chilli-crisps-40-g
Food Cupboard,Wow Cheese&Onion 100g,KES 72,No discount,https://naivas.online/wow-cheeseonion-100g
Food Cupboard,Fresh Peppermint Sticks 10'S,KES 20,No discount,https://naivas.online/fresh-chewing-gum-peppermint-10-pieces
Food Cupboard,Blueband Peanut Butter 800ml,KES 615,KES 695,https://naivas.online/blueband-peanut-butter-800ml
Food Cupboard,Zesta Mixed Fruit Jam Pet 900g,KES 265,KES 349,https://naivas.online/zesta-mixed-fruit-jam-pet-900-g
Food Cupboard,Zesta Peanut Butter 800G,KES 489,KES 525,https://naivas.online/zesta-peanut-butter-800g
Food Cupboard,Zesta Peanut Butter Crunchy 400g,KES 249,KES 270,https://naivas.online/zesta-peanut-butter-crunchy-400g
Food Cupboard,Kara Uht Coconut Cream 200ml,KES 240,No discount,https://naivas.online/kara-uht-coconut-cream-200ml
Food Cupboard,Knorr Stock Cube Rich Meaty Seasoning 40X4G,KES 150,No discount,https://naivas.online/knorr-stock-cube-rich-meaty-seasoning-40x4g
Food Cupboard,Royco Spice For Wet & Dry Fry 100g,KES 245,No discount,https://naivas.online/royco-spice-for-wet-dry-fry-100g
Food Cupboard,Santa Maria Penne Rigate 400 gms,KES 190,No discount,https://naivas.online/santa-maria-penne-rigate-pasta-400g
Food Cupboard,Sesia Honey 300g,KES 280,No discount,https://naivas.online/sesia-honey-300g
Food Cupboard,Tropical Heat Oregano Jar 20g,KES 80,No discount,https://naivas.online/tropical-heat-oregano-jar-20g
Food Cupboard,Zesta White Vinegar 700Ml,KES 79,KES 86,https://naivas.online/zesta-white-vinegar-700ml
Food Cupboard,Blue Band Choco 500G,KES 270,KES 360,https://naivas.online/blue-band-choco-500g
Food Cupboard,Naturalli Dates 100Gm,KES 129,No discount,https://naivas.online/naturalli-dates-100gm
Food Cupboard,Elliots Atta Mark 1  2Kg,KES 172,No discount,https://naivas.online/elliots-atta-mark-1-2kg
Food Cupboard,Butterfly Pulses Green Lentils 1Kg,KES 460,No discount,https://naivas.online/butterfly-pulses-green-lentils-1kg
Food Cupboard,Soko Wimbi Mix 1Kg,KES 161,No discount,https://naivas.online/soko-wimbi-mix-1kg
Food Cupboard,Jogoo Wimbi Flour 2Kg,KES 288,No discount,https://naivas.online/jogoo-wimbi-flour-2kg
Food Cupboard,Rina Vegetable Cooking Oil 10L,"KES 2,650",No discount,https://naivas.online/rina-vegetable-cooking-oil-10l
Food Cupboard,Pembe Pure Wimbi 1Kg,KES 179,No discount,https://naivas.online/pembe-pure-wimbi-1kg
Food Cupboard,Pembe Self Raising Flour 2 Kg,KES 175,No discount,https://naivas.online/pembe-self-raising-flour-2-kg
Food Cupboard,Masterchef Cooking Oil  2Ltr,KES 549,KES 599,https://naivas.online/masterchef-cooking-oil-2ltr
Food Cupboard,Fresh Fri Vegetable Oil 2L,KES 529,KES 680,https://naivas.online/fresh-fri-cooking-oil-2ltr
Food Cupboard,Fresh Fri Vegetable Oil 1L,KES 329,KES 350,https://naivas.online/fresh-fri-cooking-oil-1ltr
Food Cupboard,Tropical Heat Potato Crisps Cheese & Onion 100g,KES 95,KES 115,https://naivas.online/tropical-heat-potato-crisps-cheese-onion-100g
Food Cupboard,Tropical H/Chilli&Lemon Crisps 50G,KES 60,No discount,https://naivas.online/tropical-heat-potato-crisps-chilli-lemon-50g
Food Cupboard,Elbbin P/Chipsticks Cheese Burger 30G,KES 50,No discount,https://naivas.online/elbbin-potato-chipsticks-cheese-burger-30g
Food Cupboard,Weetabix Cornflakes 250 g,KES 425,No discount,https://naivas.online/weetabix-cornflakes-250-g
Food Cupboard,Zesta Jam Red Plum 1Kg,KES 299,KES 449,https://naivas.online/zesta-jam-red-plum-1kg
Food Cupboard,Zesta Jam Red Plum 200g,KES 79,No discount,https://naivas.online/zesta-jam-red-plum-200g
Food Cupboard,Zesta Jam Red Plum 500g,KES 189,KES 249,https://naivas.online/zesta-jam-red-plum-500g
Food Cupboard,Zesta Peanut Butter Crunchy 250 gm,KES 170,No discount,https://naivas.online/zesta-peanut-butter-crunchy-250-gm
Food Cupboard,Zesta Red Plum Jam Pet 900 g,KES 265,KES 349,https://naivas.online/zesta-red-plum-jam-pet-900-g
Food Cupboard,Zesta Strawberry Jam Pet 900 g,KES 285,KES 379,https://naivas.online/zesta-strawberry-jam-pet-900-g
Food Cupboard,Clovers Vanilla Essence 500Ml,KES 200,No discount,https://naivas.online/clovers-vanilla-essence-500ml
Food Cupboard,Kenegg Golden York Egg 30 Pcs,KES 550,KES 620,https://naivas.online/kenegg-golden-york-egg-30-pcs
Food Cupboard,Mibisco Bread Crumbs 500g,KES 270,No discount,https://naivas.online/mibisco-bread-crumbs-500g
Food Cupboard,Morning Harvest Super-Fast Oats Sachet 500g,KES 199,KES 249,https://naivas.online/morning-harvest-super-fast-oats-sachet-500g
Food Cupboard,Nature'S Own Ground Tea Masala Jar 50g,KES 150,No discount,https://naivas.online/nature%27s-own-ground-tea-masala-jar-50g
Food Cupboard,Nuvita Cereos Oatmeal Cereal 50G,KES 30,No discount,https://naivas.online/oatly-chocolate-oat-drink-100
Food Cupboard,Royco Curry & Spice 50g,KES 100,No discount,https://naivas.online/royco-curry-spice-50g
Food Cupboard,Royco Mchuzi Mix Beef 200g,KES 155,No discount,https://naivas.online/royco-mchuzi-mix-beef-200g
Food Cupboard,Royco Spice For Wet & Dry Fry 50g,KES 130,No discount,https://naivas.online/royco-spice-for-wet-dry-fry-50g
Food Cupboard,Lyons Gourmet Mayonnaise 380Ml,KES 399,No discount,https://naivas.online/lyons-gourmet-mayonnaise-380ml
Food Cupboard,Pep Tomato Sauce 700G,KES 139,KES 190,https://naivas.online/pep-tomato-sauce-700g
Food Cupboard,Jumbo Tea Masala 100G Jar,KES 185,KES 230,https://naivas.online/jumbo-tea-masala-100g-jar
Food Cupboard,Java Crispy Granola Bar 70G,KES 159,No discount,https://naivas.online/java-crispy-granola-bar-70g
Food Cupboard,Clovers Brown Sugar With Molasses 500g,KES 145,No discount,https://naivas.online/clovers-brown-sugar-with-molasses-500g
Food Cupboard,Elianto Corn Oil 3L,"KES 1,700",No discount,https://naivas.online/elianto-corn-oil-3l
Food Cupboard,Rina Vegetable Oil 1L,KES 319,KES 350,https://naivas.online/rina-vegetable-cooking-oil-1ltr
Food Cupboard,Rinsun Sunflower Oil 2L,KES 799,KES 870,https://naivas.online/rinsun-sunflower-oil-2l
Food Cupboard,Sunrice Long Grain Rice 5 Kg,KES 779,KES 920,https://naivas.online/sunrice-long-grain-rice-5-kg
Food Cupboard,Jogoo Maize Meal 10Kg,KES 880,No discount,https://naivas.online/jogoo-maize-meal-10kg
Fresh Food,Naivas Fino UHT Milk 500Ml,KES 49,KES 52,https://naivas.online/naivas-fino-uht-milk-500ml
Fresh Food,Delmonte Gold Fruit Pineapple P/Kg,KES 99,KES 159,https://naivas.online/delmonte-gold-f/pineapple-p/kg
Fresh Food,Dates 650G,KES 299,KES 399,https://naivas.online/dates-650g
Fresh Food,Tuzo Uht Esl 450Ml,KES 45,KES 52,https://naivas.online/tuzo-uht-esl-450ml
Fresh Food,Naivas Beef Meat On Bone P/Kg,KES 599,KES 629,https://naivas.online/naivas-beef-meat-on-bone-pkg
Fresh Food,Fresh Orange Pixie P/Kg,KES 299,KES 399,https://naivas.online/orange-pixie-pkg
Fresh Food,Daima Esl Bora 450Ml,KES 46,KES 56,https://naivas.online/daima-esl-bora-500ml
Fresh Food,Naivas Beef Cubes Steak,"KES 1,099","KES 1,359",https://naivas.online/naivas-beef-cubes-steak
Fresh Food,Fresh Red Seedless Grapes 500G,KES 299,KES 429,https://naivas.online/red-seedless-grapes-500g-
Fresh Food,Apples Imported P/Kg,KES 469,No discount,https://naivas.online/apples-imported-pkg
Fresh Food,Festive White Family Bread 600g,KES 96,KES 100,https://naivas.online/festive-white-family-bread-600g
Fresh Food,Fresh Onions Red P/Kg,KES 99,KES 129,https://naivas.online/onions-red-p/kg
Fresh Food,Lato Esl Pouch 500Ml,KES 48,KES 59,https://naivas.online/lato-esl-pouch-500ml
Fresh Food,Fresh Sweet Bread 400Gm,KES 49,KES 54,https://naivas.online/fm-sweet-bread-400g
Fresh Food,Naivas Chicken Wings Per Kg,KES 659,KES 729,https://naivas.online/fresh-chicken-wings-pkg
Fresh Food,Naivas Beef Topside Steaks,"KES 1,249",No discount,https://naivas.online/naivas-beef-topside-steaks
Fresh Food,Fresh Tomatoes P/Kg,KES 89,KES 99,https://naivas.online/tomatoes-pkg
Fresh Food,Daima Uht Fino Bora 500Ml,KES 49,KES 60,https://naivas.online/daima-uht-fino-bora-500-ml
Fresh Food,Tuzo Whole Milk 500Ml Fino,KES 52,KES 60,https://naivas.online/tuzo-whole-milk-500ml-fino
Fresh Food,Mt.Kenya Uht Milk 500Ml Pouch,KES 57,No discount,https://naivas.online/mtkenya-uht-milk-500ml-pouch
Fresh Food,Fresha Maisha L/Life Uht 500Ml,KES 60,No discount,https://naivas.online/fresha-maisha-long-life-uht-500ml
Fresh Food,Fresha Maisha L/Life Uht 250Ml,KES 30,No discount,https://naivas.online/fresha-maisha-long-life-uht-250ml
Fresh Food,Yeyo Esl 500Ml,KES 44,No discount,https://naivas.online/yeyo-esl-500ml
Fresh Food,Mountain Fresh Tfa/Fino Milk 500Ml,KES 56,No discount,https://naivas.online/mountain-fresh-tfa-fino-milk-500ml
Fresh Food,Lato Fino 500Ml Uht,KES 53,KES 62,https://naivas.online/lato-fino-500ml-uht
Fresh Food,Fresha Whole Milk Tca 200Ml,KES 28,No discount,https://naivas.online/fresha-whole-milk-tca-200ml
Fresh Food,Spinach Bunch,KES 30,No discount,https://naivas.online/spinach-bunch
Fresh Food,Potatoes White P/Kg,KES 119,No discount,https://naivas.online/potatoes-white-p/kg
Fresh Food,Brookside Lactose Free 500Ml Fino,KES 77,No discount,https://naivas.online/brookside-lactose-free-500ml-fino
Fresh Food,Brookside Uht Milk 250Ml,KES 42,No discount,https://naivas.online/brookside-uht-milk-250ml
Fresh Food,Managu Bunch,KES 35,No discount,https://naivas.online/managu-bunch
Fresh Food,Dhania Bunch,KES 20,No discount,https://naivas.online/dhania-bunch
Fresh Food,Sukumawiki Bunch,KES 29,No discount,https://naivas.online/sukumawiki-bunch
Fresh Food,Fm White Bread 600G,KES 88,No discount,https://naivas.online/fm-white-bread-600g
Fresh Food,Daima Esl Fresh Milk 500Ml,KES 52,KES 59,https://naivas.online/daima-esl-fresh-milk-500ml
Fresh Food,Brookside Fresh Milk 200Ml Tca,KES 32,No discount,https://naivas.online/brookside-fresh-milk-200ml-tca
Fresh Food,Farmer's Choice Beef Sausages V/Pack 1 Kg,KES 709,KES 739,https://naivas.online/farmers-choice-beef-sausages-vpack-1-kg
Fresh Food,Fm White Bread 800Gm,KES 115,No discount,https://naivas.online/fm-white-bread-800gm
Fresh Food,Festive Milky White Bread 800g,KES 130,No discount,https://naivas.online/festive-milky-white-bread-800g
Fresh Food,Fresh White Bread 400G,KES 56,No discount,https://naivas.online/fm-white-bread-400g
Fresh Food,Mangoes Apple P/Kg,KES 79,KES 119,https://naivas.online/mangoes-apple-pkg
Fresh Food,Fresha Whole Milk 500Ml Pouch,KES 56,No discount,https://naivas.online/fresha-whole-milk-500ml-pouch
Fresh Food,Kunde Bunch,KES 40,No discount,https://naivas.online/kunde-bunch
Fresh Food,Farmer's Choice Beef Brawn 200G,KES 140,KES 159,https://naivas.online/farmer%27s-choice-beef-brawn-200g
Fresh Food,Kampala Bananas P/Kg,KES 89,No discount,https://naivas.online/kampala-bananas-p/kg
Fresh Food,Fresh Carrots P/Kg,KES 109,No discount,https://naivas.online/carrot-p/kg
Fresh Food,Farmer's Choice Beef Smokies Labless 1 Kg,KES 580,KES 590,https://naivas.online/farmer%27s-choice-beef-smokies-labless-1-kg
Fresh Food,Brookside Sweet Lala 1L Bottle,KES 181,No discount,https://naivas.online/brookside-sweet-lala-1ltr-btl
Fresh Food,Tuzo Uht Whole 250Ml,KES 40,No discount,https://naivas.online/tuzo-uht-whole-250ml
Fresh Food,Farmer's Choice Safari Beef Sausage 500 Gm,KES 379,KES 399,https://naivas.online/farmer-s-choice-safari-beef-sausage-500g
Fresh Food,Fm Wholemeal Bread 800G,KES 115,No discount,https://naivas.online/fm-wholemeal-bread-800g
Fresh Food,Brookside Sweet Lala Bottle 500Ml,KES 99,No discount,https://naivas.online/brookside-sweet-lala-bottle-500ml
Fresh Food,Brookside Natural Lala 1L,KES 170,No discount,https://naivas.online/brookside-natural-lala-1l
Fresh Food,Ilara Fresh Milk 500Ml-Pouch,KES 60,No discount,https://naivas.online/ilara-fresh-milk-500ml-pouch
Fresh Food,Bio Natural Yoghurt 90Ml,KES 79,No discount,https://naivas.online/bio-natural-yoghurt-90ml
Fresh Food,Tuzo Fresh Milk 200Ml Tca,KES 32,No discount,https://naivas.online/tuzo-fresh-milk-200ml-tca
Fresh Food,Arrow Roots P/Kg,KES 229,No discount,https://naivas.online/arrow-roots-p/kg
Fresh Food,K.C.C Plain Mala 1Ltr Bottle,KES 165,No discount,https://naivas.online/k-c-c-plain-mala-1ltr-bottle
Fresh Food,Farmer's Choice Pork Sausages Value Pack 1 Kg,KES 720,KES 739,https://naivas.online/farmer%27s-choice-pork-sausages-value-pack-1-kg
Fresh Food,Fresh Cabbage,KES 109,No discount,https://naivas.online/cabbage-pc
Fresh Food,Delamere Strawberry Fruit Yoghurt 450Ml Cup,KES 151,No discount,https://naivas.online/delamere-strawberry-fruit-yoghurt-450ml-
Fresh Food,Tuzo Vanilla Yoghurt 200G,KES 57,No discount,https://naivas.online/tuzo-vanilla-yoghurt-200g
Fresh Food,Sweet Potatoes Red P/Kg,KES 169,No discount,https://naivas.online/sweet-potatoes-red-p/kg
Fresh Food,Fresh Coloured Capsicum - Hoho P-Kg,KES 349,KES 399,https://naivas.online/fresh-coloured-capsicum-p-kg
Fresh Food,Happy Cow Mozzarella Cheese 220G,KES 399,No discount,https://naivas.online/happy-cow-mozzarella-cheese-220g
Fresh Food,Fresha Aseptic 500Ml Pouch,KES 55,No discount,https://naivas.online/fresha-aseptic-500ml-pouch
Fresh Food,Garlic 4Pack,KES 129,No discount,https://naivas.online/garlic-4pack
Fresh Food,Brookside Uht Milk 1 Ltr,KES 159,No discount,https://naivas.online/brookside-uht-milk-1-ltr
Fresh Food,Apples Crispy Red 6Pc,KES 299,No discount,https://naivas.online/apples-cripps-red-6pc
Fresh Food,Bio Fresh Whole Milk 2 L,KES 329,No discount,https://naivas.online/bio-fresh-whole-milk-2-l
Fresh Food,Terere Bunch,KES 35,No discount,https://naivas.online/terere-bunch
Fresh Food,Fresh Wholemeal Bread 400G,KES 56,No discount,https://naivas.online/fm-wholemeal-bread-400g
Fresh Food,Delamere Vanilla Fruit Yoghurt 450Ml Cup,KES 151,No discount,https://naivas.online/delamere-vanilla-fruit-yoghurt-450ml-
Fresh Food,Brookside L/Life Chocolate 250,KES 69,No discount,https://naivas.online/brookside-long-life-chocolate-250
Fresh Food,Sossi Beef Chunks 70G,KES 45,No discount,https://naivas.online/sossi-beef-chunks-80-g
Fresh Food,Fresh Mandazi 70G,KES 15,No discount,https://naivas.online/fm-mandazi-70g
Fresh Food,Naivas Goat Leg Steaks,KES 749,"KES 1,049",https://naivas.online/naivas-goat-leg-steaks
Fresh Food,Farmer's Choice Classic Pork Sausage 500G,KES 390,KES 399,https://naivas.online/farmer-s-choice-classic-pork-sausage-500g
Fresh Food,Butter Nut P/Kg,KES 99,KES 149,https://naivas.online/raw-asparagus-p-kg
Fresh Food,Plantain Bananas,KES 259,No discount,https://naivas.online/plantain-bananas
Fresh Food,Lemons Local P/Kg,KES 199,No discount,https://naivas.online/lemons-local-p/kg
Fresh Food,Green Maize Pc,KES 40,No discount,https://naivas.online/green-maize-pc
Fresh Food,Naivas Ox-Tripe,KES 379,No discount,https://naivas.online/naivas-ox-tripe
Fresh Food,Farmer's Choice Chicken Brawn 200G,KES 139,No discount,https://naivas.online/farmer-s-choice-chicken-brawn-200g
Fresh Food,Fm Wholemeal Bread 600G,KES 88,No discount,https://naivas.online/fm-wholemeal-bread-600g
Fresh Food,Fresh Local Avocado P/Kg,KES 119,No discount,https://naivas.online/avocado-local-p/kg
Fresh Food,Daima Vanilla Yoghurt 250Ml Cup,KES 70,KES 75,https://naivas.online/daima-vanilla-yoghurt-250ml-cup
Fresh Food,Naivas Beef Mince-Lean P/Kg,KES 899,"KES 1,099",https://naivas.online/naivas-beef-mince-lean-pkg
Fresh Food,Brookside Natural Lala 500Ml Btl,KES 93,No discount,https://naivas.online/brookside-natural-lala-500ml-btl
Fresh Food,Delamere Strawberry Fruit Yoghurt 250Ml Cup,KES 92,No discount,https://naivas.online/delamere-strawberry-fruit-yoghurt-250ml-
Fresh Food,Matoke,KES 139,No discount,https://naivas.online/matoke
Fresh Food,Ripe Sweet Bananas P/Kg,KES 199,No discount,https://naivas.online/ripe-sweet-bananas-p/kg
Fresh Food,Fm Scones 400G,KES 75,No discount,https://naivas.online/fm-scones-400g
Fresh Food,Watermelon P/Kg,KES 85,No discount,https://naivas.online/watermelon-p/kg
Fresh Food,Mangoes Ngowe P/Kg,KES 79,KES 119,https://naivas.online/mangoes-ngowe-pkg
Fresh Food,Bio Nature Plain Yoghurt 200Ml,KES 179,No discount,https://naivas.online/bio-nature-plain-yoghurt-200ml
Fresh Food,Sweet Potatoes White P/Kg,KES 169,No discount,https://naivas.online/sweet-potatoes-white-p/kg
Fresh Food,Fresh Lettuce Iceberg Pack,KES 109,No discount,https://naivas.online/fresh-lettuce-iceberg-pack
Fresh Food,Fm Vanilla Muffins 6Pc,KES 199,No discount,https://naivas.online/fm-vanilla-muffins-6pc
Fresh Food,Bio Natural Yoghurt 150Ml,KES 119,No discount,https://naivas.online/bio-natural-yoghurt-150ml
Fresh Food,Brookside Dairy Fresh Vanilla 250Ml 6Pack,KES 420,No discount,https://naivas.online/brookside-vanilla-250ml-6pack
Fresh Food,Fresh Orange Local P/Kg,KES 139,No discount,https://naivas.online/orange-local-p/kg
Fresh Food,Delamere Vanilla Fruit Yoghurt 250Ml Cup,KES 92,No discount,https://naivas.online/delamere-vanilla-fruit-yoghurt-250ml-
Fresh Food,Festive Milky White Bread 1.5Kg,KES 240,No discount,https://naivas.online/festive-milky-white-bread-1-5kg
Fresh Food,Pawpaw Sp P/Kg,KES 199,No discount,https://naivas.online/pawpaw-sp-p/kg
Fresh Food,Fm Chocolate Chip Muffin 6'S,KES 229,No discount,https://naivas.online/fm-chocolate-chip-muffin-6%27s
Fresh Food,Fresha Whole Milk 5Ltr,KES 500,No discount,https://naivas.online/fresha-whole-milk-5ltr
Fresh Food,Delamere Strawberry Yoghurt 3Ltr,KES 642,No discount,https://naivas.online/delamere-strawberry-yoghurt-3ltr
Fresh Food,Fm Vanilla Cookies 200G,KES 80,No discount,https://naivas.online/fm-vanilla-cookies-200g
Fresh Food,K.C.C Plain Mala 500Ml Tr,KES 85,No discount,https://naivas.online/kcc-plain-mala-500ml-tr
Fresh Food,Farmer's Choice Pork Brawn 200G,KES 159,No discount,https://naivas.online/farmer-s-choice-pork-brawn-200g
Fresh Food,Fresh Lettuce pc,KES 89,No discount,https://naivas.online/lettuce-pc
Fresh Food,Cafenaivas Chicken Samosa,KES 55,No discount,https://naivas.online/cafenaivas-chicken-samosa-1-pc
Fresh Food,Apples Assorted 6Pc,KES 309,No discount,https://naivas.online/apples-assorted-6pc
Fresh Food,Ilara Natural Yoghurt 250Ml Cup,KES 77,No discount,https://naivas.online/ilara-natural-yoghurt-250ml-cup
Fresh Food,Saghet Bunch,KES 40,No discount,https://naivas.online/saghet-bunch
Fresh Food,Fresh Chicken Drumstick P-Kg,KES 879,No discount,https://naivas.online/fresh-chicken-drumstick-p/kg
Fresh Food,Daima Strawberry Yoghurt 250Ml Cup,KES 70,KES 75,https://naivas.online/daima-strawberry-yoghurt-250ml-cup
Fresh Food,Fresh Sweet Corn 500G,KES 169,No discount,https://naivas.online/sweet-corn-500g
Fresh Food,Mt. Kenya Fino 500Ml,KES 59,No discount,https://naivas.online/mt-kenya-fino-500ml
Fresh Food,Fm Plain Buns 400Gm,KES 75,No discount,https://naivas.online/fm-plain-buns-400gm
Fresh Food,Orange Imported P/Kg,KES 229,KES 349,https://naivas.online/orange-imported-p/kg
Fresh Food,Apples Pinklady 6Pc,KES 399,No discount,https://naivas.online/apples-pinklady-6pc
Fresh Food,Brookside Low Fat Milk 1Ltr,KES 159,No discount,https://naivas.online/brookside-low-fat-milk-1ltr
Fresh Food,Orange Imported 5 Pieces,KES 319,No discount,https://naivas.online/orange-imported-5pc
Fresh Food,Cucumber P-Kg,KES 219,No discount,https://naivas.online/cucumber-p/kg
Fresh Food,Fresh Ginger P/Kg,KES 369,No discount,https://naivas.online/ginger-p/kg
Fresh Food,Courgettes Per Kg,KES 209,No discount,https://naivas.online/courgetts-per-kg
Fresh Food,Pumpkin P/Kg,KES 99,No discount,https://naivas.online/pumpkin-p/kg
Fresh Food,Fresh Cauliflower P/Kg,KES 299,No discount,https://naivas.online/fresh-cauliflower-p/kg
Fresh Food,Fresh Brocolli P/Kg,KES 299,No discount,https://naivas.online/brocolli-p/kg
Fresh Food,Fm Banana Loaf 400 g,KES 185,No discount,https://naivas.online/fm-banana-loaf-400-g
Fresh Food,Ilara S/Berry Yoght 150Ml Cup,KES 64,No discount,https://naivas.online/ilara-strawberry-yoghurtht-150ml-cup
Fresh Food,Kiwi Fruits,KES 149,No discount,https://naivas.online/kiwi-fruits
Fresh Food,Fresh Onions White P/Kg,KES 179,No discount,https://naivas.online/onions-white-p/kg
Fresh Food,Farmer's Choice Beef Sausages Catering 1K,KES 709,No discount,https://naivas.online/farmer-s-choice-beef-sausages-catering-1k
Fresh Food,Naivas Beef Ossubucco P/Kg,KES 799,No discount,https://naivas.online/naivas-beef-ossubucco-pkg
Fresh Food,Fresh Tangerines Imported 1Kg (Pre-pack),KES 599,No discount,https://naivas.online/fresh-tangerines-imported-1kg-pre-pack
Fresh Food,Bio Vanilla  Yoghurt 150Ml,KES 119,No discount,https://naivas.online/bio-vanilla--yoghurt-150ml
Fresh Food,Bio Mixedberry Yoghurt 350Ml,KES 159,No discount,https://naivas.online/bio-mixedberry-yoghurt-350ml
Fresh Food,Bio Cucumber Yoghurt 350Ml,KES 159,No discount,https://naivas.online/bio-cucumber-yoghurt-350ml
Fresh Food,Fresh Hass Avocado P-Kg,KES 199,No discount,https://naivas.online/carrot-p-kg
Fresh Food,Brookside Dairy Fresh Flavors 250Ml 6Pack,KES 420,No discount,https://naivas.online/brookside-flavor-250ml-6pack
Fresh Food,Fresha S/Berry Yoghurt 150Ml,KES 50,No discount,https://naivas.online/fresha-strawberry-yoghurt-150ml
Fresh Food,Sossi Soya Mince Classic 180g,KES 80,No discount,https://naivas.online/sossi-soya-mince-classic-180g
Fresh Food,Fresh Tangerines Imported P/Kg,KES 599,No discount,https://naivas.online/tangerines-imported-p/kg
Fresh Food,Brookside Natural Yoghurt 1Ltr,KES 229,No discount,https://naivas.online/brookside-natural-yoghurt-1ltr
Fresh Food,Royal Esl Fresh Milk 500Ml,KES 54,No discount,https://naivas.online/royal-esl-fresh-milk-500ml
Fresh Food,Brookside Dairy Fresh Banana 250Ml 6 Pack,KES 420,No discount,https://naivas.online/brookside-banana-250ml-6pack
Fresh Food,Farmer's Choice Sandwich Ham 200G,KES 320,No discount,https://naivas.online/farmer-s-choice-sandwich-ham-200g
Fresh Food,Cafenaivas Beef Samosa,KES 40,KES 50,https://naivas.online/cafenaivas-beef-samosa-60g
Fresh Food,K.C.C Gold Crown 200Ml Tca,KES 31,No discount,https://naivas.online/k-c-c-gold-crown-milk-200ml-tca
Fresh Food,K.C.C Fresh Milk 200Ml Tca,KES 31,No discount,https://naivas.online/k-c-c-fresh-milk-200ml-tca
Fresh Food,Brookside Probiotic Vanilla Yoghurt 250 g,KES 99,No discount,https://naivas.online/brookside-probiotic-vannila-yoghurt-250g
Fresh Food,Brookside Probiotic Natural Yoghurt 450G,KES 167,No discount,https://naivas.online/brookside-probiotic-natural-yoghurt-450g
